都道府県,市町村,一般競争 ,総合評価落札方式,プロポーザル方式,低入札価格調査・最低制限価格制度,予定価格の公表,R1年度競争入札平均落札率
岐阜県 ,白川町,本格導入 ,2001年試行導入 ,本格導入 ,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.935
岐阜県 ,東白川村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.924
岐阜県 ,御嵩町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,-
岐阜県 ,白川村,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.896
静岡県 ,沼津市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.892
静岡県 ,熱海市,本格導入 ,2007年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,-
静岡県 ,三島市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.8
静岡県 ,富士宮市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.907
静岡県 ,伊東市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.825
静岡県 ,島田市,本格導入 ,導入していない ,導入していない ,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.934
静岡県 ,富士市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.904
静岡県 ,磐田市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.779
静岡県 ,焼津市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.866
静岡県 ,掛川市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.9
静岡県 ,藤枝市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.937
静岡県 ,御殿場市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.924
静岡県 ,袋井市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.883
静岡県 ,下田市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.97
静岡県 ,裾野市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.893
静岡県 ,湖西市,本格導入 ,2015年試行導入 ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.764
静岡県 ,伊豆市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.928
静岡県 ,御前崎市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.92
静岡県 ,菊川市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.859
静岡県 ,伊豆の国市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.888
静岡県 ,牧之原市,本格導入 ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.939
静岡県 ,東伊豆町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.89
静岡県 ,河津町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.791
静岡県 ,南伊豆町,本格導入 ,2015年本格導入 ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.993
静岡県 ,松崎町,導入していない ,2009年試行導入 ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.961
静岡県 ,西伊豆町,導入していない ,導入していない ,導入していない,いずれの制度も導入していない ,全案件事後公表 ,0.951
静岡県 ,函南町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.83
静岡県 ,清水町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.757
静岡県 ,長泉町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.931
静岡県 ,小山町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.927
静岡県 ,吉田町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.94
静岡県 ,川根本町,導入していない ,2008年試行導入 ,本格導入 ,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.967
静岡県 ,森町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.906
愛知県 ,豊橋市,本格導入 ,導入していない ,本格導入,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.721
愛知県 ,岡崎市,試行導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.893
愛知県 ,一宮市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",0.793
愛知県 ,瀬戸市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.79
愛知県 ,半田市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,0.843
愛知県 ,春日井市,導入していない ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.887
愛知県 ,豊川市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,"原則非公表、一部案件
で事後公表",0.868
愛知県 ,津島市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.821
愛知県 ,碧南市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.891
愛知県 ,刈谷市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.907
愛知県 ,豊田市,本格導入 ,導入していない ,本格導入,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.886
愛知県 ,安城市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.842
愛知県 ,西尾市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.671
愛知県 ,蒲郡市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.73
愛知県 ,犬山市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.899
愛知県 ,常滑市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,0.905
愛知県 ,江南市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.879
愛知県 ,小牧市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,"原則非公表、一部案件
で事後公表",0.88
愛知県 ,稲沢市,本格導入 ,導入していない ,導入していない ,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.88
愛知県 ,新城市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.87
愛知県 ,東海市,導入していない ,導入していない ,導入していない ,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.844
愛知県 ,大府市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.836
愛知県 ,知多市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.862
愛知県 ,知立市,本格導入 ,導入していない ,導入していない,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.827
愛知県 ,尾張旭市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.704
愛知県 ,高浜市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.858
愛知県 ,岩倉市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則非公表、一部案件
で事前公表",0.766
愛知県 ,豊明市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
愛知県 ,日進市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.776
愛知県 ,田原市,本格導入 ,導入していない ,本格導入 ,低入札価格調査制度及び最低制限価格制度を併用,全案件非公表 ,-
愛知県 ,愛西市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.884
愛知県 ,清須市,本格導入 ,2007年試行導入 ,本格導入 ,低入札価格調査制度及び最低制限価格制度を併用,全案件非公表 ,-
愛知県 ,北名古屋市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.897
愛知県 ,弥富市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.829
愛知県 ,みよし市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,-
愛知県 ,あま市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.88
愛知県 ,長久手市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.862
愛知県 ,東郷町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.642
愛知県 ,豊山町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.84
愛知県 ,大口町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.952
愛知県 ,扶桑町,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.893
愛知県 ,大治町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
愛知県 ,蟹江町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.926
愛知県 ,飛島村,導入していない ,2008年試行導入 ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.653
愛知県 ,阿久比町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.928
愛知県 ,東浦町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.813
愛知県 ,南知多町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.678
愛知県 ,美浜町,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.894
愛知県 ,武豊町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.91
愛知県 ,幸田町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
愛知県 ,設楽町,試行導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.847
愛知県 ,東栄町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,-
愛知県 ,豊根村,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,-
三重県 ,津市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.794
三重県 ,四日市市,本格導入 ,2008年本格導入 ,導入していない,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.834
三重県 ,伊勢市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"原則事前公表、一部の
案件で事後公表を試行",0.831
三重県 ,松阪市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.769
三重県 ,桑名市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.82
三重県 ,鈴鹿市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.821
三重県 ,名張市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.823
三重県 ,尾鷲市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.933
三重県 ,亀山市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.649
三重県 ,鳥羽市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.767
三重県 ,熊野市,試行導入 ,2007年試行導入 ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,-
三重県 ,いなべ市,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.826
三重県 ,志摩市,本格導入 ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.862
三重県 ,伊賀市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.863
三重県 ,木曽岬町,本格導入 ,2008年試行導入 ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,-
三重県 ,東員町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.797
三重県 ,菰野町,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.762
三重県 ,朝日町,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.889
三重県 ,川越町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.386
三重県 ,多気町,試行導入 ,2008年試行導入 ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.89
三重県 ,明和町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.526
三重県 ,大台町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,-
三重県 ,玉城町,試行導入 ,2007年試行導入 ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.886
三重県 ,度会町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.899
三重県 ,大紀町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
三重県 ,南伊勢町,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,-
三重県 ,紀北町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.668
三重県 ,御浜町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.948
三重県 ,紀宝町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,-
滋賀県 ,大津市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.808
滋賀県 ,彦根市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.859
滋賀県 ,長浜市,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.865
滋賀県 ,近江八幡市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.765
滋賀県 ,草津市,本格導入 ,2006年試行導入 ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.801
滋賀県 ,守山市,本格導入 ,2007年試行導入 ,試行導入 ,いずれの制度も導入していない ,全案件非公表 ,-
滋賀県 ,栗東市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,-
滋賀県 ,甲賀市,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.78
滋賀県 ,野洲市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,-
滋賀県 ,湖南市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.89
滋賀県 ,高島市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.784
滋賀県 ,東近江市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.794
滋賀県 ,米原市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.801
滋賀県 ,日野町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.701
滋賀県 ,竜王町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
滋賀県 ,愛荘町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.812
滋賀県 ,豊郷町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,-
滋賀県 ,甲良町,本格導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.597
滋賀県 ,多賀町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.756
京都府 ,福知山市,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.754
京都府 ,舞鶴市,本格導入 ,2015年本格導入 ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.649
京都府 ,綾部市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.867
京都府 ,宇治市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.822
京都府 ,宮津市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.853
京都府 ,亀岡市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.742
京都府 ,城陽市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.815
京都府 ,向日市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.946
京都府 ,長岡京市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.855
京都府 ,八幡市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.797
京都府 ,京田辺市,導入していない ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.826
京都府 ,京丹後市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.879
京都府 ,南丹市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.876
京都府 ,木津川市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.565
京都府 ,大山崎町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.684
京都府 ,久御山町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.799
京都府 ,井手町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.626
京都府 ,宇治田原町,導入していない ,導入していない ,導入していない,いずれの制度も導入していない ,全案件非公表 ,-
京都府 ,笠置町,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.904
京都府 ,和束町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.886
京都府 ,精華町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.626
京都府 ,南山城村,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,1
京都府 ,京丹波町,本格導入 ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.828
京都府 ,伊根町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.765
京都府 ,与謝野町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.865
大阪府 ,岸和田市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.695
大阪府 ,豊中市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.835
大阪府 ,池田市,試行導入 ,2011年試行導入 ,本格導入 ,最低制限価格制度のみ導入,"原則非公表、一部案件
で事後公表",-
大阪府 ,吹田市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.789
大阪府 ,泉大津市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.725
大阪府 ,高槻市,本格導入 ,2007年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.762
大阪府 ,貝塚市,試行導入 ,導入していない ,試行導入 ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",0.806
大阪府 ,守口市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.647
大阪府 ,枚方市,本格導入 ,導入していない ,導入していない,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.661
大阪府 ,茨木市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.787
大阪府 ,八尾市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.75
大阪府 ,泉佐野市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.511
大阪府 ,富田林市,本格導入 ,導入していない ,試行導入 ,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.702
大阪府 ,寝屋川市,本格導入 ,2014年試行導入 ,試行導入,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.736
大阪府 ,河内長野市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.67
大阪府 ,松原市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.952
大阪府 ,大東市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.477
大阪府 ,和泉市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.79
大阪府 ,箕面市,本格導入 ,2012年本格導入 ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.948
大阪府 ,柏原市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.677
大阪府 ,羽曳野市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.742
大阪府 ,門真市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.425
大阪府 ,摂津市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.742
大阪府 ,高石市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.872
大阪府 ,藤井寺市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.687
大阪府 ,東大阪市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.742
大阪府 ,泉南市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,-
大阪府 ,四條畷市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.892
大阪府 ,交野市,本格導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.719
大阪府 ,大阪狭山市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.675
大阪府 ,阪南市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.873
大阪府 ,島本町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.905
大阪府 ,豊能町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.597
大阪府 ,能勢町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.483
大阪府 ,忠岡町,本格導入 ,導入していない ,試行導入,いずれの制度も導入していない ,全案件事後公表 ,0.942
大阪府 ,熊取町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.489
大阪府 ,田尻町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
大阪府 ,岬町,本格導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件非公表 ,-
大阪府 ,太子町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.763
大阪府 ,河南町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.552
大阪府 ,千早赤阪村,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.879
兵庫県 ,姫路市,本格導入 ,2007年試行導入 ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.823
兵庫県 ,尼崎市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.865
兵庫県 ,明石市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.754
兵庫県 ,西宮市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,0.807
兵庫県 ,洲本市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.657
兵庫県 ,芦屋市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,-
兵庫県 ,伊丹市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.423
兵庫県 ,相生市,本格導入 ,導入していない ,導入していない,いずれの制度も導入していない ,全案件事前公表 ,0.617
兵庫県 ,豊岡市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.9
兵庫県 ,加古川市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.571
兵庫県 ,赤穂市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.942
兵庫県 ,西脇市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.899
兵庫県 ,宝塚市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.696
兵庫県 ,三木市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.801
兵庫県 ,高砂市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.71
兵庫県 ,川西市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",0.567
兵庫県 ,小野市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,"原則非公表、一部案件
で事後公表",0.738
兵庫県 ,三田市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.51
兵庫県 ,加西市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,-
兵庫県 ,丹波篠山市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.904
兵庫県 ,養父市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
兵庫県 ,丹波市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.745
兵庫県 ,南あわじ市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.739
兵庫県 ,朝来市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
兵庫県 ,淡路市,試行導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.866
兵庫県 ,宍粟市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.627
兵庫県 ,加東市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,-
兵庫県 ,たつの市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.733
兵庫県 ,猪名川町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則非公表、一部案件
で事後公表",0.798
